Bloodbraid Elf,血編み髪のエルフ,クリーチャー ― エルフ・狂戦士,"速攻
続唱（あなたがこの呪文を唱えたとき、コストがこれより低い、土地でないカードが追放されるまであなたのライブラリーの一番上からカードを１枚ずつ追放する。あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。それらの追放したカードを、無作為の順番で一番下に置く。）"
Brainbite,脳噛みつき,ソーサリー,"対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。 あなたはその中からカードを１枚選ぶ。 そのプレイヤーはそのカードを捨てる。
カードを１枚引く。"
Breath of Malfegor,マルフェゴールの息,インスタント,マルフェゴールの息は各対戦相手にそれぞれ５点のダメージを与える。
Captured Sunlight,捕らえられた陽光,ソーサリー,"続唱 （あなたがこの呪文をプレイしたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが取り除かれるまでゲームから取り除く。 あなたはそれをそのマナ・コストを支払うことなくプレイしてもよい。 その取り除いたカードを、無作為の順番で一番下に置く。）
あなたは４点のライフを得る。"
Cerodon Yearling,セロドンの一年仔,クリーチャー ― ビースト,警戒、速攻
Cloven Casting,裂き割る詠唱,エンチャント,あなたが多色のインスタント呪文か多色のソーサリー呪文を１つプレイするたび、あなたは{1}を支払ってもよい。 そうした場合、その呪文をコピーする。 あなたはそのコピーの新しい対象を選んでもよい。
Colossal Might,途方もない力,インスタント,クリーチャー１体を対象とする。それはターン終了時まで、＋４/＋２の修整を受けるとともにトランプルを得る。
Crystallization,結晶化,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは攻撃したりブロックしたりできない。
エンチャントされているクリーチャーが呪文や能力の対象になったとき、そのクリーチャーをゲームから取り除く。"
Dauntless Escort,不屈の随員,クリーチャー ― サイ・兵士,不屈の随員を生け贄に捧げる：このターン、あなたがコントロールするクリーチャーは破壊されない。
Deadshot Minotaur,死の一撃のミノタウルス,クリーチャー ― ミノタウルス,"死の一撃のミノタウルスが場に出たとき、飛行を持つクリーチャー１体を対象とする。死の一撃のミノタウルスはそれに３点のダメージを与える。
サイクリング {RG} （{RG}, このカードを捨てる：カードを１枚引く。）"
Deathbringer Thoctar,死を運ぶソクター,クリーチャー ― ゾンビ・ビースト,他のクリーチャーが１体死亡するたび、あなたは死を運ぶソクターの上に＋１/＋１カウンターを１個置いてもよい。死を運ぶソクターの上から＋１/＋１カウンターを１個取り除く：クリーチャー１体かプレイヤー１人を対象とする。死を運ぶソクターはそれに１点のダメージを与える。
Defiler of Souls,魂の汚染者,クリーチャー ― デーモン,"飛行
各プレイヤーのアップキープの開始時に、そのプレイヤーは単色のクリーチャーを１体生け贄に捧げる。"
Demonic Dread,悪魔の戦慄,ソーサリー,"続唱 （あなたがこの呪文をプレイしたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが取り除かれるまでゲームから取り除く。 あなたはそれをそのマナ・コストを支払うことなくプレイしてもよい。 その取り除いたカードを、無作為の順番で一番下に置く。）
クリーチャー１体を対象とする。このターン、それではブロックできない。"
Demonspine Whip,悪魔骨の鞭,アーティファクト ― 装備品,"{X}：装備しているクリーチャーはターン終了時まで＋Ｘ/＋０の修整を受ける。
装備 {1}"
Deny Reality,現実の否定,ソーサリー,"続唱 （あなたがこの呪文を唱えたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが追放されるまで追放する。 あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。その追放したカードを、無作為の順番で一番下に置く。）
パーマネント１つを対象とし、それをオーナーの手札に戻す。"
Double Negative,二重否定,インスタント,最大２つまでの呪文を対象とし、それらを打ち消す。
Dragon Appeasement,ドラゴン鎮め,エンチャント,"あなたのドロー・ステップを飛ばす。
あなたがクリーチャーを１体生け贄に捧げるたび、あなたはカードを１枚引いてもよい。"
Dragon Broodmother,ドラゴンの大母,クリーチャー ― ドラゴン,"飛行
各アップキープの開始時に、飛行と「貪食 ２」を持つ赤であり緑である１/１のドラゴン・クリーチャー・トークンを１体場に出す。 （そのトークンが場に出るに際し、あなたは望む数のクリーチャーを生け贄に捧げてもよい。 それはその数の２倍に等しい＋１/＋１カウンターが置かれた状態で場に出る。）"
Drastic Revelation,徹底した天啓,ソーサリー,あなたの手札を捨てる。 カードを７枚引き、その後カードを３枚無作為に選んで捨てる。
Enigma Sphinx,謎のスフィンクス,アーティファクト・クリーチャー ― スフィンクス,"飛行
謎のスフィンクスが戦場からあなたの墓地に置かれたとき、それをあなたのライブラリーの一番上から３枚目に置く。
続唱 （あなたがこの呪文を唱えたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが追放されるまで追放する。 あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。その追放したカードを、無作為の順番で一番下に置く。）"
Enlisted Wurm,徴兵されたワーム,クリーチャー ― ワーム,続唱 （あなたがこの呪文を唱えたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが追放されるまで追放する。 あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。その追放したカードを、無作為の順番で一番下に置く。）
Esper Sojourners,エスパーの滞留者,アーティファクト・クリーチャー ― ヴィダルケン・ウィザード,"あなたがエスパーの滞留者をサイクリングしたか、それが場からいずれかの墓地に置かれたとき、パーマネント１つを対象とする。あなたはそれをタップまたはアンタップしてもよい。
サイクリング {2}{U} （{2}{U}, このカードを捨てる：カードを１枚引く。）"
Esper Stormblade,エスパーの嵐刃,アーティファクト・クリーチャー ― ヴィダルケン・ウィザード,あなたが他の多色のパーマネントをコントロールしているかぎり、エスパーの嵐刃は＋１/＋１の修整を受けるとともに飛行を持つ。
Ethercaste Knight,エーテル階級の騎士,アーティファクト・クリーチャー ― 人間・騎士,賛美（あなたがコントロールするクリーチャー１体が単独で攻撃するたび、ターン終了時まで、そのクリーチャーは＋１/＋１の修整を受ける。）
Etherium Abomination,エーテリウムの嫌悪者,アーティファクト・クリーチャー ― ホラー,蘇生 {1}{U}{B} #({1}{U}{B}：このカードをあなたの墓地から場に戻す。 それは速攻を得る。 ターン終了時かそれが場を離れる場合にそれをゲームから取り除く。 蘇生はソーサリーとしてのみ行う。）
Ethersworn Shieldmage,エーテル宣誓会の盾魔道士,アーティファクト・クリーチャー ― ヴィダルケン・ウィザード,"瞬速
エーテル宣誓会の盾魔道士が場に出たとき、このターン、アーティファクト・クリーチャーに与えられるすべてのダメージを軽減する。"
Etherwrought Page,エーテル鋳込みの紙片,アーティファクト,あなたのアップキープの開始時に、以下の３つから１つを選ぶ。「あなたは２点のライフを得る。」「あなたのライブラリーの一番上のカードを見る。その後、あなたはそのカードをあなたの墓地に置いてもよい。」「各対戦相手はそれぞれ１点のライフを失う。」
Fieldmist Borderpost,原霧の境界石,アーティファクト,"あなたは原霧の境界石のマナ・コストを支払うのではなく、{1}を支払うとともにあなたがコントロールする基本土地を１つオーナーの手札に戻してもよい。
原霧の境界石はタップ状態で場に出る。
{T}：あなたのマナ・プールに{W}か{U}を加える。"
Fight to the Death,死ぬまでの戦い,インスタント,すべてのブロックしているクリーチャーとすべてのブロックされているクリーチャーを破壊する。
Filigree Angel,金線の天使,アーティファクト・クリーチャー ― 天使,飛行金線の天使が戦場に出たとき、あなたはあなたがコントロールするアーティファクト１つにつき３点のライフを得る。
Finest Hour,最高の時,エンチャント,"賛美 （あなたがコントロールするいずれかのクリーチャーが単独で攻撃するたび、そのクリーチャーはターン終了時まで＋１/＋１の修整を受ける。）
あなたがコントロールするいずれかのクリーチャーが単独で攻撃するたび、それがこのターンの最初の戦闘フェイズである場合、そのクリーチャーをアンタップする。 このフェイズの後に、追加の戦闘フェイズを加える。"
Firewild Borderpost,火荒の境界石,アーティファクト,"あなたは火荒の境界石のマナ・コストを支払うのではなく、{1}を支払うとともにあなたがコントロールする基本土地を１つオーナーの手札に戻してもよい。
火荒の境界石はタップ状態で場に出る。
{T}：あなたのマナ・プールに{R}か{G}を加える。"
Flurry of Wings,翼の疾風,インスタント,飛行を持つ白の１/１の鳥・兵士・クリーチャー・トークンをＸ体場に出す。Ｘは攻撃しているクリーチャーの総数に等しい。
Giant Ambush Beetle,巨大待ち伏せ虫,クリーチャー ― 昆虫,"速攻
巨大待ち伏せ虫が場に出たとき、クリーチャー１体を対象とする。あなたは「このターン、それは可能なら巨大待ち伏せ虫をブロックする。」を選んでもよい。"
Glassdust Hulk,ガラス塵の大男,アーティファクト・クリーチャー ― ゴーレム,"他のアーティファクトが１つあなたのコントロール下で戦場に出るたび、ターン終了時まで、ガラス塵の大男は＋１/＋１の修整を受けるとともに、このターンこれはブロックされない。
サイクリング{WU}（{WU}, このカードを捨てる：カードを１枚引く。）"
Glory of Warfare,交戦の栄光,エンチャント,"あなたのターンであるかぎり、あなたがコントロールするクリーチャーは＋２/＋０の修整を受ける。
あなたのターンでないかぎり、あなたがコントロールするクリーチャーは＋０/＋２の修整を受ける。"
Gloryscale Viashino,栄光鱗のヴィーアシーノ,クリーチャー ― ヴィーアシーノ・兵士,あなたが多色の呪文をプレイするたび、栄光鱗のヴィーアシーノはターン終了時まで＋３/＋３の修整を受ける。
Godtracker of Jund,ジャンドの神追い,クリーチャー ― エルフ・シャーマン,パワーが５以上のクリーチャーが１体あなたのコントロール下で場に出るたび、あなたはジャンドの神追いの上に＋１/＋１カウンターを１個置いてもよい。
Gorger Wurm,喰らうワーム,クリーチャー ― ワーム,貪食 １ （これが場に出るに際し、あなたは望む数のクリーチャーを生け贄に捧げてもよい。 このクリーチャーはその数に等しい＋１/＋１カウンターが置かれた状態で場に出る。）
Grixis Grimblade,グリクシスの邪刃,クリーチャー ― ゾンビ･戦士,あなたが他の多色のパーマネントをコントロールしているかぎり、グリクシスの邪刃は＋１/＋１の修整を受けるとともに接死を持つ。 （それがいずれかのクリーチャーにダメージを与えるたび、そのクリーチャーを破壊する。）
Grixis Sojourners,グリクシスの滞留者,クリーチャー ― ゾンビ・オーガ,"あなたがグリクシスの滞留者をサイクリングしたか、それが場からいずれかの墓地に置かれたとき、いずれかの墓地にあるカード１枚を対象とする。あなたはそれをゲームから取り除いてもよい。
サイクリング {2}{B} （{2}{B}, このカードを捨てる：カードを１枚引く。）"
Grizzled Leotau,灰色のレオトー,クリーチャー ― 猫,
Identity Crisis,自我の危機,ソーサリー,プレイヤー１人を対象とし、そのプレイヤーの手札と墓地のすべてのカードをゲームから取り除く。
Igneous Pouncer,炎血の襲撃者,クリーチャー ― エレメンタル,"速攻
沼サイクリング {2}, 山サイクリング {2} （{2}, このカードを捨てる：あなたのライブラリーから沼カード１枚か山カード１枚を探し、それを公開してあなたの手札に加える。 その後、あなたのライブラリーを切り直す。）"
Illusory Demon,幻影の悪魔,クリーチャー ― デーモン・イリュージョン,"飛行
あなたが呪文をプレイしたとき、幻影の悪魔を生け贄に捧げる。"
Intimidation Bolt,威嚇の稲妻,インスタント,クリーチャー１体を対象とする。威嚇の稲妻はそれに３点のダメージを与える。 このターン、他のクリーチャーは攻撃できない。
"Jenara, Asura of War",戦争のアスラ、ジェナーラ,伝説のクリーチャー ― 天使,"飛行
{1}{W}：戦争のアスラ、ジェナーラの上に＋１/＋１カウンターを１個置く。"
Jhessian Zombies,ジェスのゾンビ,クリーチャー ― ゾンビ,"畏怖
島サイクリング {2}, 沼サイクリング {2} （{2}, このカードを捨てる：あなたのライブラリーから島カード１枚か沼カード１枚を探し、それを公開してあなたの手札に加える。 その後、あなたのライブラリーを切り直す。）"
Jund Hackblade,ジャンドの斬刃,クリーチャー ― ゴブリン・狂戦士,あなたが他の多色のパーマネントをコントロールしているかぎり、ジャンドの斬刃は＋１/＋１の修整を受けるとともに速攻を持つ。
Jund Sojourners,ジャンドの滞留者,クリーチャー ― ヴィーアシーノ・シャーマン,"あなたがジャンドの滞留者をサイクリングしたか、それが場からいずれかの墓地に置かれたとき、クリーチャー１体かプレイヤー１人を対象とする。あなたは「ジャンドの滞留者はそれに１点のダメージを与える。」を選んでもよい。
サイクリング {2}{R} （{2}{R}, このカードを捨てる：カードを１枚引く。）"
"Karrthus, Tyrant of Jund",ジャンドの暴君、カーサス,伝説のクリーチャー ― ドラゴン,"飛行、速攻
ジャンドの暴君、カーサスが場に出たとき、すべてのドラゴンのコントロールを得て、その後すべてのドラゴンをアンタップする。
あなたがコントロールする他のドラゴン・クリーチャーは速攻を持つ。"
Kathari Bomber,カターリの爆撃兵,クリーチャー ― 鳥・シャーマン,"飛行
カターリの爆撃兵がプレイヤー１人に戦闘ダメージを与えたとき、赤の１/１のゴブリン・クリーチャー・トークンを２体戦場に出し、カターリの爆撃兵を生け贄に捧げる。
蘇生{3}{B}{R}（{3}{B}{R}：このカードをあなたの墓地から戦場に戻す。これは速攻を得る。次の終了ステップの開始時に、またはこれが戦場を離れるなら、これを追放する。蘇生はソーサリーとしてのみ行う。）"
Kathari Remnant,カターリの残影,クリーチャー ― 鳥・スケルトン,"飛行
{B}：カターリの残影を再生する。
続唱 （あなたがこの呪文を唱えたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが追放されるまで追放する。 あなたはそれをそのマナ・コストを支払うことなく唱えてもよい。その追放したカードを、無作為の順番で一番下に置く。）"
Knight of New Alara,新たなアラーラの騎士,クリーチャー ― 人間・騎士,あなたがコントロールする他の多色の各クリーチャーは、それぞれ自身の色１つにつき＋１/＋１の修整を受ける。
Knotvine Paladin,結び蔦の聖騎士,クリーチャー ― 人間・騎士,結び蔦の聖騎士が攻撃するたび、それはターン終了時まで、あなたがコントロールするアンタップ状態のクリーチャー１体につき＋１/＋１の修整を受ける。
Lavalanche,溶岩崩れ,ソーサリー,プレイヤー１人を対象とする。溶岩崩れは、そのプレイヤーとそのプレイヤーがコントロールする各クリーチャーにそれぞれＸ点のダメージを与える。
Leonin Armorguard,レオニンの鎧守護兵,クリーチャー ― 猫・兵士,レオニンの鎧守護兵が場に出たとき、あなたがコントロールするクリーチャーはターン終了時まで＋１/＋１の修整を受ける。
Lich Lord of Unx,アンクスの死者の王,クリーチャー ― ゾンビ・ウィザード,"{U}{B}, {T}：青であり黒である１/１のゾンビ・ウィザード・クリーチャー・トークンを１体場に出す。
{U}{U}{B}{B}：プレイヤー１人を対象とする。そのプレイヤーはＸ点のライフを失い、そのプレイヤーのライブラリーの一番上からＸ枚のカードをそのプレイヤーの墓地に置く。Ｘはあなたがコントロールするゾンビの総数に等しい。"
Lightning Reaver,稲妻の引き裂くもの,クリーチャー ― ゾンビ・ビースト,"畏怖、速攻
稲妻の引き裂くものがプレイヤー１人に戦闘ダメージを与えるたび、それの上に蓄積カウンターを１個置く。
あなたのターン終了時に、稲妻の引き裂くものは各対戦相手に、それぞれそれの上に置かれている蓄積カウンターの数に等しい点数のダメージを与える。"
Lord of Extinction,絶滅の王,クリーチャー ― エレメンタル,絶滅の王のパワーとタフネスは、それぞれすべての墓地にあるカードの枚数に等しい。
Lorescale Coatl,知識鱗のコアトル,クリーチャー ― 蛇,あなたがカードを１枚引くたび、あなたは知識鱗のコアトルの上に＋１/＋１カウンターを１個置いてもよい。
Madrush Cyclops,無謀突進のサイクロプス,クリーチャー ― サイクロプス・戦士,あなたがコントロールするクリーチャーは速攻を持つ。
Maelstrom Nexus,大渦のきずな,エンチャント,各ターン、あなたが最初にプレイする呪文は続唱を持つ。 （あなたの最初の呪文をプレイしたとき、あなたのライブラリーの一番上のカードを、コストがより低い土地でないカードが取り除かれるまでゲームから取り除く。 あなたはそれをそのマナ・コストを支払うことなくプレイしてもよい。 その取り除いたカードを、無作為の順番で一番下に置く。）
Maelstrom Pulse,大渦の脈動,ソーサリー,土地でないパーマネント１つを対象とし、それと、そのパーマネントと同じ名前を持つ他のすべてのパーマネントを破壊する。
Mage Slayer,魔道士殺しの剣,アーティファクト ― 装備品,"装備しているクリーチャーが攻撃するたび、それは防御プレイヤー１人に自身のパワーに等しい点数のダメージを与える。
装備 {3}"
Magefire Wings,魔術火の翼,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは、＋２/＋０の修整を受けるとともに飛行を持つ。"
Marisi's Twinclaws,マリーシの双子爪,クリーチャー ― 猫・戦士,二段攻撃
Marrow Chomper,骨髄食い,クリーチャー ― ゾンビ・トカゲ,"貪食 ２ （これが場に出るに際し、あなたは望む数のクリーチャーを生け贄に捧げてもよい。 このクリーチャーはその数の２倍に等しい＋１/＋１カウンターが置かれた状態で場に出る。）
骨髄食いが場に出たとき、あなたはそれが貪食したクリーチャー１体につき２点のライフを得る。"
Mask of Riddles,謎の仮面,アーティファクト ― 装備品,"装備しているクリーチャーは畏怖を持つ。
装備しているクリーチャーがいずれかのプレイヤーに戦闘ダメージを与えるたび、あなたはカードを１枚引いてもよい。
装備 {2}"
Mayael's Aria,メイエルのアリア,エンチャント,あなたのアップキープの開始時に、あなたがパワーが５以上のクリーチャーをコントロールしているなら、あなたがコントロールする各クリーチャーにそれぞれ＋１/＋１カウンターを１個置く。 その後、あなたがパワーが10以上のクリーチャーをコントロールしているなら、あなたは10点のライフを得る。 その後、あなたがパワーが20以上のクリーチャーをコントロールしているなら、あなたはこのゲームに勝利する。
Meddling Mage,翻弄する魔道士,クリーチャー ― 人間・ウィザード,"翻弄する魔道士が場に出るに際し、土地でないカード名を１つ指定する。
指定されたカードはプレイできない。"
Messenger Falcons,伝書隼,クリーチャー ― 鳥,"飛行
伝書隼が場に出たとき、カードを１枚引く。"
Mind Funeral,精神の葬送,ソーサリー,対戦相手１人を対象とする。そのプレイヤーは自分のライブラリーの一番上から、土地カードが４枚公開されるまでカードを公開し続ける。 そのプレイヤーはこれにより公開された全てのカードをそのプレイヤーの墓地に置く。
Mistvein Borderpost,霧脈の境界石,アーティファクト,"あなたは霧脈の境界石のマナ・コストを支払うのではなく、{1}を支払うとともにあなたがコントロールする基本土地を１つオーナーの手札に戻してもよい。
霧脈の境界石はタップ状態で場に出る。
{T}：あなたのマナ・プールに{U}か{B}を加える。"
Monstrous Carabid,巨怪なオサムシ,クリーチャー ― 昆虫,"巨怪なオサムシは、可能なら毎ターン攻撃する。
サイクリング {BR} （{BR}, このカードを捨てる：カードを１枚引く。）"
Morbid Bloom,病的な花,ソーサリー,いずれかの墓地にあるクリーチャー・カード１枚を対象とする。それをゲームから取り除き、その後緑の１/１の苗木・クリーチャー・トークンをＸ体場に出す。Ｘはその取り除いたカードのタフネスに等しい。
Mycoid Shepherd,茸の番人,クリーチャー ― ファンガス,茸の番人かあなたがコントロールする他のパワーが５以上のクリーチャーが１体場からいずれかの墓地に置かれるたび、あなたは５点のライフを得てもよい。
Naya Hushblade,ナヤの静刃,クリーチャー ― エルフ・ならず者,あなたが他の多色のパーマネントをコントロールしているかぎり、ナヤの静刃は＋１/＋１の修整を受けるとともに被覆を持つ。 （それは呪文や能力の対象にならない。）
Naya Sojourners,ナヤの滞留者,クリーチャー ― エルフ・シャーマン,"あなたがナヤの滞留者をサイクリングしたか、それが場からいずれかの墓地に置かれたとき、クリーチャー１体を対象とする。あなたはそれの上に＋１/＋１カウンターを１個置いてもよい。
サイクリング {2}{G} （{2}{G}, このカードを捨てる：カードを１枚引く。）"
Necromancer's Covenant,屍術士の誓約,エンチャント,屍術士の誓約が戦場に出たとき、プレイヤー１人を対象とする。そのプレイヤーの墓地にあるすべてのクリーチャー・カードを追放し、その後これにより追放されたカード１枚につき、黒の２/２のゾンビ・クリーチャー・トークンを１体戦場に出す。あなたがコントロールするゾンビは絆魂を持つ。
Nemesis of Reason,道理の宿敵,クリーチャー ― リバイアサン・ホラー,道理の宿敵が攻撃するたび、防御プレイヤー１人は自分のライブラリーの一番上から10枚のカードを自分の墓地に置く。
Nulltread Gargantuan,虚無跡のガルガンチュアン,クリーチャー ― ビースト,虚無跡のガルガンチュアンが場に出たとき、あなたがコントロールするクリーチャーを１体、オーナーのライブラリーの一番上に置く。
Offering to Asha,アーシャへの捧げ物,インスタント,呪文１つを対象とする。そのコントローラーが{4}を支払わない限り、それを打ち消す。 あなたは４点のライフを得る。
Pale Recluse,青ざめた出家蜘蛛,クリーチャー ― 蜘蛛,"到達 （これは飛行を持つクリーチャーをブロックできる。）
森サイクリング {2}, 平地サイクリング {2} （{2}, このカードを捨てる：あなたのライブラリーから森カード１枚か平地カード１枚を探し、それを公開してあなたの手札に加える。 その後、あなたのライブラリーを切り直す。）"
Predatory Advantage,捕食者の優位,エンチャント,各対戦相手のターン終了時に、そのプレイヤーがこのターンにクリーチャー呪文をプレイしていなかった場合、緑の２/２のトカゲ・クリーチャー・トークンを１体場に出す。
Putrid Leech,朽ちゆくヒル,クリーチャー ― ゾンビ・ヒル,ライフを２点支払う：朽ちゆくヒルはターン終了時まで＋２/＋２の修整を受ける。この能力は、毎ターン１回のみ起動できる。
Qasali Pridemage,クァーサルの群れ魔道士,クリーチャー ― 猫・ウィザード,"賛美 （あなたがコントロールするいずれかのクリーチャーが単独で攻撃するたび、そのクリーチャーはターン終了時まで＋１/＋１の修整を受ける。）
{1}, クァーサルの群れ魔道士を生け贄に捧げる：アーティファクト１つかエンチャント１つを対象とし、それを破壊する。"
Reborn Hope,生まれ変わった希望,ソーサリー,あなたの墓地にある多色のカード１枚を対象とし、それをあなたの手札に戻す。
Retaliator Griffin,報復するグリフィン,クリーチャー ― グリフィン,"飛行
いずれかの対戦相手がコントロールする発生源があなたにダメージを与えるたび、あなたはその点数に等しい数の＋１/＋１カウンターを報復するグリフィンの上に置いてもよい。"
Rhox Brute,ロウクスの粗暴者,クリーチャー ― サイ・戦士,
Sages of the Anima,アニマの賢者,クリーチャー ― エルフ・ウィザード,あなたがカードを引く場合、代わりにあなたのライブラリーの一番上から３枚のカードを公開する。 これにより公開されたすべてのクリーチャー・カードをあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。
Sanctum Plowbeast,聖域の耕し獣,アーティファクト・クリーチャー ― ビースト,"防衛
平地サイクリング {2}, 島サイクリング {2} （{2}, このカードを捨てる：あなたのライブラリーから平地カード１枚か島カード１枚を探し、それを公開してあなたの手札に加える。 その後、あなたのライブラリーを切り直す。）"
Sangrite Backlash,サングライトの反発,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは＋３/－３の修整を受ける。"
Sanity Gnawers,正気かじり,クリーチャー ― ネズミ,正気かじりが場に出たとき、プレイヤー１人を対象とする。そのプレイヤーはカードを１枚無作為に選んで捨てる。
Sen Triplets,センの三つ子,伝説のアーティファクト・クリーチャー ― 人間・ウィザード,あなたのアップキープの開始時に、対戦相手１人を対象とする。 このターン、そのプレイヤーは呪文や起動型能力をプレイできず、自分の手札を公開したままプレイする。 このターン、あなたはそのプレイヤーの手札のカードをプレイできる。
Sewn-Eye Drake,縫い目のドレイク,クリーチャー ― ゾンビ・ドレイク,飛行、速攻
Shield of the Righteous,正義の盾,アーティファクト ― 装備品,"装備しているクリーチャーは＋０/＋２の修整を受けるとともに警戒を持つ。
装備しているクリーチャーがクリーチャーを１体ブロックするたび、そのブロックされたクリーチャーはそれのコントローラーの次のアンタップ・ステップにアンタップしない。
装備 {2}"
Sigil Captain,印章の隊長,クリーチャー ― サイ・兵士,クリーチャーが１体あなたのコントロール下で戦場に出るたび、そのクリーチャーが１/１である場合、それの上に＋１/＋１カウンターを２個置く。
Sigil of the Nayan Gods,ナヤの神の印章,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは、あなたがコントロールするクリーチャー１体につき＋１/＋１の修整を受ける。
サイクリング {GW} （{GW}, このカードを捨てる：カードを１枚引く。）"
Sigiled Behemoth,印章持ちのビヒモス,クリーチャー ― ビースト,賛美 （あなたがコントロールするいずれかのクリーチャーが単独で攻撃するたび、そのクリーチャーはターン終了時まで＋１/＋１の修整を受ける。）
Singe-Mind Ogre,焼け精神のオーガ,クリーチャー ― オーガ・ミュータント,焼け精神のオーガが場に出たとき、プレイヤー１人を対象とする。そのプレイヤーは自分の手札からカードを１枚無作為に選んで公開し、その後そのカードの点数で見たマナ・コストに等しい点数のライフを失う。
Skyclaw Thrash,空爪団,アーティファクト・クリーチャー ― ヴィーアシーノ・戦士,空爪団が攻撃するたび、コイン投げをする。 あなたがコイン投げに勝った場合、空爪団はターン終了時まで＋１/＋１の修整を受けるとともに飛行を得る。
Slave of Bolas,ボーラスの奴隷,ソーサリー,クリーチャー１体を対象とし、それのコントロールを得る。 そのクリーチャーをアンタップする。 それはターン終了時まで速攻を得る。 ターン終了時にそれを生け贄に捧げる。
Soul Manipulation,魂の操作,インスタント,以下の２つから１つまたは２つを選ぶ。「クリーチャー呪文１つを対象とし、それを打ち消す。」「あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。」
Soulquake,魂震,ソーサリー,場のすべてのクリーチャーと墓地のすべてのクリーチャー・カードをオーナーの手札に戻す。
