Identity Crisis,ARB,"「要加入我们，前提是要纯粹。 要变得纯粹，前提是受乙金祝福。 要受到祝福，前提是要忘却本我。」
～乙金盟祷文",
Illusory Demon,ARB,在涡心中，光影的诡计也会以人肉为食。,
Intimidation Bolt,ARB,几个小时后，它们能见到的只剩下主子狂吼着的可怕剪影。,
"Jenara, Asura of War",ARB,伤兵抬头张望，对她的现身充满感激。 但她从他们头顶掠过，双眼坚定望着他们的敌人。,
Jund Hackblade,ARB,骑士将战前仪式进行到半途时，才发现那些臭气薰天的蛮汉才不管什么仪式。,
Knight of New Alara,ARB,「我拥抱阿拉若的一切，对格利极的忠诚如同对班特一般。 就让我出身之地称我为叛徒吧； 这并非要追求虚名，而是为了正道。」,
Knotvine Paladin,ARB,"「他属于新种的守护者，拥有他的世界与我们世界的优点。」
～谕灵梅燕",
Lavalanche,ARB,阿拉若的沸腾热血没法子只包含土壤与石头。,
Leonin Armorguard,ARB,拿卡地已然习于护体铠甲与钢炼武器。,
Lord of Extinction,ARB,亡者被遗忘的哭号，汇合成它的笑声。,
Lorescale Coatl,ARB,"「我在乙金中从未找到的启示，却埋藏在寇特蛇的鳞片中。」
～维多肯异教徒拉那洛",
Madrush Cyclops,ARB,一眨眼间，死亡便到来。,
Maelstrom Pulse,ARB,在断片会聚之时，许多的生命型态就此消失无踪。,
Mage Slayer,ARB,"「只要挥剑者够强，每把剑都能顺手。」
～血辫奎许",
Magefire Wings,ARB,让某物获得翅翼并不会使之不怕飞翔～或是因此而不怕火焰。,
Marisi's Twinclaws,ARB,"「看来我们数量绝对居于下风。」
「运气真好。 还以为会很无聊呢。」",
Meddling Mage,ARB,「这暴烈荒地正是对其住民的审判。 这些懦夫缺乏对抗失序的意志。」,
Messenger Falcons,ARB,许许多多的艾文因侦查遥远前线而丧命，骑士队长只得征用纳雅的猎鹰当作讯使。,
Mind Funeral,ARB,"「如果我说灵魂永存，它才真会永存。」
～支配者韶伦",
Monstrous Carabid,ARB,当整个时空的掠食者遇上四个时空的猎物，会发生什么事？,
Morbid Bloom,ARB,"「我让厄亡者化为花园。」
～奈拓族的裘束",
Mycoid Shepherd,ARB,纯粹的法术力流窜于各断片之间，就连勇得的残酷食物链也察觉到这一体感。,
Naya Sojourners,ARB,地精来到如同挖开之坟墓的大地～这算是勇行或是愚行？,
Nemesis of Reason,ARB,描述他的文字均失效。 提及他的书页都皱缩。 讲述他的故事全终结。,
Nulltread Gargantuan,ARB,他脚底的东西全给踩扁，却不会留下行踪～没有跺坏的残骸，没有踏平的灵魂，甚至没有半个蹄印。,
Offering to Asha,ARB,"「他的身体现在属于班特。 他的灵魂？ 坦白说，我不知道。 我期盼它现在已属于天使。」
～千印莱菲",
Predatory Advantage,ARB,忘记过往的人注定要被它吃掉。,
Putrid Leech,ARB,它应付纳雅过度繁茂的食物来源之法，是多长出几张嘴。,
Qasali Pridemage,ARB,在狮群里能享有高位，在持印种姓中则毫不起眼。,
Reborn Hope,ARB,"「最热烈的希望在黑暗中点燃。」
～纳雅日种人亥真",
Retaliator Griffin,ARB,每次瞪眼都瞪回去； 每个齿痕都咬回去。 狮鹫总是很公平。,
Rhox Brute,ARB,"「在这新世界，我见到以往虔诚的罗克与勇得野人一般拿起了武器。 我不会为此高兴，但能了解他们这选择背后的智慧。」
～晨辉箭手哲男",
Sages of the Anima,ARB,溯神师在纳雅边境彼方找到新的万兽神殿。,
Sangrite Backlash,ARB,"「闪晶是巨龙鼓动的心。 很难想像啊，竟有这么多愚人想摆在胸膛中，然后就给涨破。」
～萨坎•沃",
Sanity Gnawers,ARB,受害者心中最后一个念头，就是他们撕开头皮取出的那个。,
Sen Triplets,ARB,她们是你心灵的导师。,
Sewn-Eye Drake,ARB,"「太谨慎不敢冲，太精明不听令。 再也不会了。」
～叛徒之王塞基司",
Sigil Captain,ARB,「为其英勇颁发一个印记，为活过残虐者隘口颁发另一个印记。」,
Sigil of the Nayan Gods,ARB,随着地精学会天使的颂歌，骑士也学会了泰坦的怒吼。,
Sigiled Behemoth,ARB,"「别把贝西摩斯的协助错当成了屈从。」
～谕灵梅燕",
Singe-Mind Ogre,ARB,班特的香膏僧虽然无法医治怪身，用来分享其痛苦倒也有些帮助。,
Skyclaw Thrash,ARB,他们新长出来的翅膀优雅而闪耀，但功能并不全面。,
Slave of Bolas,ARB,尼可•波拉斯不把仆从与遭袭者分开看待。,
Soul Manipulation,ARB,"「生与死均可逆向而行。」
～尼可．波拉斯",
Soulquake,ARB,涡心以一波原始法术力横扫战场，将战斗者与败亡者悉数掠走。,
Spellbound Dragon,ARB,在勇得称孤道寡，在艾斯波只能听令。,
Spellbreaker Behemoth,ARB,"「有些人认为他对反击法术的抗性，是从法师经常对纳雅发动之攻击中产生的。 我则认为它只是吃了很多个法术师。」
～鼓击猎人步卡",
Sphinx of the Steel Wind,ARB,还没人能成功回答她最爱的谜题：「我为何要饶你一命？」,
Stun Sniper,ARB,她箭尖虽钝，准头可犀利无比。,
Tainted Sigil,ARB,被外来者污损的印记不会失去力量，只会失去纯净。,
Talon Trooper,ARB,「火山风在勇得天空形成迷宫。 如果我们要进军，就得先搞清楚里面的无形路径。」,
Terminate,ARB,"「我早见过死亡。 我的母亲因重病过世，同袍在战场淌血...但我没见过那么可怕的事情。」
～伊特蓝狂战士塔尼",
Thopter Foundry,ARB,"「乙金有限。 创意无限。」
～泰兹瑞",
Thraximundar,ARB,他的名字意指「抹红大地的人」。,
Time Sieve,ARB,"「但愿我永远不会给当成无用或老朽。」
～支配者韶伦",
Unbender Tine,ARB,疯狂的造物可能带有强大力量。 而取得该力量的途径有如其造主心灵般曲折难行。,
"Uril, the Miststalker",ARB,他穿行于白雾间，这是连巨兽身影都能隐藏的浓雾。,
Vectis Dominator,ARB,"「我很欣赏承思民的技艺，但其他世界的生物能带来更戏剧化的展演。」
～心灵法师依诺",
Vedalken Ghoul,ARB,依诺死去，其体内的乙金被提出；四个晚上之后，注入这些乙金的人全部被杀，体内乙金也被夺走。,
Vedalken Heretic,ARB,「乙金蒙蔽我双眼，阻塞我双耳，麻木我皮肤。 现在我重获感知，也可以开始学习。」,
Vithian Renegades,ARB,「这能证明已发生的事有可能会一如未曾发生。 我们以为已经灭绝的希望将会光荣新生。」,
Wall of Denial,ARB,它提供每位明辨法师之必需品～思考的时间。,
Wargate,ARB,班特法师依旧会呼唤天空寻求援助，但应声而来的不只是天使而已。,
Winged Coatl,ARB,拿卡地把这新种称作「危利」，在他们的语言中代表毒箭。,
Zealous Persecution,ARB,"「佳瑞从格利极回来后变了个人，眼中带着鬼气。 她以残酷笑意将之抹去，却也让我为之颤栗。」
～骑士队长外鸿",
Aggravate,AVR,"「野蛮人！ 他们烧了我最喜欢的椅子！ 把他们全杀了！」
～安姬伐肯纳",
Alchemist's Apprentice,AVR,副作用可能包括恶臭、炙热蒸气和自行消失。,
Alchemist's Refuge,AVR,炼金术士被迫逃入凯锡革荒野深处，希望没人干扰地继续钻研残酷技艺。,
Amass the Components,AVR,「我就知道那些蝾螈唾液会有用处！」,
Angel of Glory's Rise,AVR,「亡物必得复死，正义才得彰显。」,
Angel of Jubilation,AVR,「依尼翠的邪恶虽未尽除，但我们终于有欢庆的理由。」,
Angelic Armaments,AVR,在黑暗时刻以不灭火焰锻造而成。,
Angelic Wall,AVR,"「风仿佛因天使羽翼扬起，将敌人扫向一旁。」
～旅人伊卡罗夫的故事",
Angel's Mercy,AVR,「我了解你的恐惧。 我怜悯你的疑虑。 我让你免除此等困扰。」,
Angel's Tomb,AVR,"「信念能替顽石激发生命。」
～米凯耶的著作",
Appetite for Brains,AVR,第一口总是最美味多汁，就像吃桃子一样。,
Arcane Melee,AVR,法术师间的辩论总会掺杂非学术的成分。,
Archangel,AVR,披甲炽天使长啸响彻云霄，黑暗只得暂退。,
Archwing Dragon,AVR,较天使迅速，比恶魔残酷，如尸鬼无情。,
"Avacyn, Angel of Hope",AVR,金色螺旋自狱窖疾升入空。 巨大银体在惊雷爆炸中碎裂，艾维欣终于自牢狱中脱困。,
Banners Raised,AVR,在狱窖毁坏后，可怕暴民很快成为无惧部队。,
Barter in Blood,AVR,"「我们都必须为依尼翠的福祉作出牺牲。」
～索霖马可夫",
Battle Hymn,AVR,"「教堂仅由木头与墙构成。 颂扬天使者是虔诚教众的集会。」
～卡兹特长者柯曼",
Bladed Bracers,AVR,以狱窖碎块锻造而成。,
Blood Artist,AVR,「未经深刻的苦痛，便无深刻的艺术。」,
Bloodflow Connoisseur,AVR,"「不因生存而死，却为浮华而亡？ 这种歪风必得遏阻。」
～索霖马可夫",
Bone Splinters,AVR,"「该赏你哪个：大腿骨重击，还是优美前臂穿刺？ 抉择呀抉择...」
～狂人基沙",
Borderland Ranger,AVR,「从凯锡革到史顿襄只有一条路可走。 除非你跟我来。」,
Bower Passage,AVR,在最黑暗的时刻，有些人拒斥艾维欣。 现在凯锡革荒野是他们唯一的避难所。,
Builder's Blessing,AVR,"「灰泥须以神圣守护加持，否则街道必将染血。」
～瑟班石艺师瓦洼",
Butcher Ghoul,AVR,没有心灵，就不畏惧死亡。 没有灵魂，就不介意杀戮。,
Call to Serve,AVR,恩典是赐予而非奖赏。,
Captain of the Mists,AVR,「我不仅是船长。 北风是我的帮手； 潮汐是我的大副。」,
Cathars' Crusade,AVR,艾维欣的圣战士在她最艰困的时刻依旧维系着希望。 现在他们将把这份希望传遍依尼翠。,
Cathedral Sanctifier,AVR,「邪恶即将溃败。 现在依尼翠最需要疗愈。」,
Cloudshift,AVR,"「连暴风云都向艾维欣俯首敬拜。」
～长老琳海",
Commander's Authority,AVR,「光荣地佩戴她的标记，这是信念坚定不移与英勇奉行正道的象征。」,
Conjurer's Closet,AVR,"「明日戴上昨日面容。」
～隐者寇岱",
Corpse Traders,AVR,不会呼吸者无法抱怨。,
Craterhoof Behemoth,AVR,它今日的足迹是明日的湖泊。,
Crippling Chill,AVR,游魂吹一口气，能使血管结为冰河，心跳旋即冻结。,
Crypt Creeper,AVR,"「我想他们说的对： 没杀死你的，就会使你更坚强。 或至少更诡异。」
～队长艾博汉",
Cursebreak,AVR,不再是乡村贱民。 不再遭羞辱嘲骂。 希格兰终获自由。,
Dangerous Wager,AVR,"「快呀朋友，下好离手。 你还有什么好损失的？」
～尔卓道贩商托拜西",
Dark Impostor,AVR,「啊，真是好生活。 我能领会你们为何要拼命维护它。」,
Death Wind,AVR,路金瞪着冒烟的天使羽毛。 「快逃！」 他向巡逻队员大喊。 「我们赢不了！」,
Defang,AVR,吸血鬼一旦遭解除武装，将被迫拿起木剑，协助训练午夜斗客。,
Defy Death,AVR,姬瑟拉将凶残恶魔逼入村民墓地一隅。 「该此下场。」她举剑时低声说。,
Demolish,AVR,"「要真正击败尸嵌家，你必须消灭的不是怪物，而是实验室。」
～审判官之刃连卡洛",
Demonic Rising,AVR,哪一个比较蠢：召唤恶魔，或是期望它感恩？,
Demonic Taskmaster,AVR,地狱唯一的律法就是屈从强者。,
Descent into Madness,AVR,楼梯两端都朝下。,
Desolate Lighthouse,AVR,面对强风、飓风与嗜杀鬼魂浪潮的孤独哨兵。,
Devastation Tide,AVR,神圣意志之力不容置喙。,
Devout Chaplain,AVR,「我们将遵照艾维欣的教令，净化这些遗物的邪恶过往。」,
Dread Slaver,AVR,统治无知者仅需半边脑。,
Dreadwaters,AVR,误入穆坎，恐遭灭顶。,
Driver of the Dead,AVR,有些吸血鬼被护教军烧毁庄园、驱离祖传猎食地，改靠尸体交易过活。,
Dual Casting,AVR,狱窖开启后数小时，他的力量回复到以前两倍。,
Eaten by Spiders,AVR,这蜘蛛试吃许多苦主后，发展出嗜食不死者及其配备的偏好。,
Emancipation Angel,AVR,「你已尽力而为；我准许你休息。」,
Essence Harvest,AVR,队长罗温哈在僧侣当中发现崇拜恶魔的证据。 史革达手下从未给他证明此案的机会。,
Exquisite Blood,AVR,即使人类重获优势，仍有人自愿以生命换取永生的机会。,
Farbog Explorer,AVR,「只要能让一位生灵安息，我愿穿越千百沼泽。」,
Favorable Winds,AVR,原以为早已灭绝的骏鹭，随着艾维欣的回归成群重现。,
Fervent Cathar,AVR,「我直到断气才会放下剑。 今天我没这打算。」,
Fettergeist,AVR,生者的选择将在他们死后继续纠缠。,
Fleeting Distraction,AVR,这是少年法师所学的第一个咒语，救过许多手小到握不住剑的人。,
Flowering Lumberknot,AVR,"「它以前拿我们布陷人当食物。 现在它像猎犬一样跟我们到处走。」
～凯锡革布陷人阿雷娜",
Gang of Devils,AVR,"「好吧，我怎么知道他们会爆炸？」
～镇区民兵革利格",
Geist Snatch,AVR,倾听你祈祷者不仅是天使与恶魔。,
Ghostform,AVR,「『无法穿透』的事物并不存在。」,
Ghostly Flicker,AVR,有时暂且消失也不错。,
Ghostly Touch,AVR,「游魂有话想说。 我只是其意志的代行者。」,
Ghoulflesh,AVR,肉体的死亡分阶段进行。 先是皮肤，再是肌肉。 令受害者惊惧的是，脑最后才死。,
Gloom Surgeon,AVR,他在海温古的街道上游荡，寻找生病与精神错乱的人，让他们从生命中解放。,
Gloomwidow,AVR,荒野上的弃城不会空旷太久。,
Goldnight Commander,AVR,「万人一心，众志成城。」,
Goldnight Redeemer,AVR,天使歌颂艾维欣的回归，对自身苦难没有丝毫怨悔。,
Grave Exchange,AVR,"「两个方向都是寒冷黑暗的旅程。」
～羊屯的伊如",
Griselbrand,AVR,"「艾维欣自碎裂的狱窖重现，但其自由付出了高昂代价～也就是他。」
～护教军骑士莎利雅",
Grounded,AVR,"「我们追着卢德维的怪物跑遍四省。当它着陆时，一定要把它留在原地。」
～凯锡革布陷人阿雷娜告诉
沃文森的荷拉娜",
Gryff Vanguard,AVR,"「食尸鬼把门打碎，但骏鹭叫声让我知道已经得救。」
～翰威店主爱卡",
Guise of Fire,AVR,"「火最终会消灭灵俑，但冒火的灵俑会先消灭很多其他的东西。」
～审判官之刃连卡洛",
Harvester of Souls,AVR,"「他身兼法官，陪审团与行刑人，因为全被他杀了。」
～艾尔告主教考尔",
Haunted Guardian,AVR,"「放干苦主的血，卖掉尸体，用其灵魂充当守卫。 没忙乱，没困扰，没问题。」
～奥莉薇亚沃达连",
Havengul Skaab,AVR,这残暴憎恨兽让其他恶物都为之胆寒。,
Havengul Vampire,AVR,「那逐渐变慢的脉搏正是我的圆舞曲节奏。」,
Holy Justiciar,AVR,她的双眼可看透腐败肉体，瞥见哀求受福安眠的痛苦灵魂。,
Homicidal Seclusion,AVR,"「可恶的乌鸦与其永无止尽的嗄叫声...阻绝了我脑海里的声音...」
～翰恩厅的隐者",
Human Frailty,AVR,"「我见过百个生灵家族兴落。 我还能再见证千个。」
～奥莉薇亚沃达连",
Hunted Ghoul,AVR,即使翰威已遭解救，基沙的无主食尸鬼仍踉跄前行，继续遵从已遭监禁的主人之扭曲命令。,
Into the Void,AVR,"「护教军有剑，审判官有斧。 我偏好『外交』手段。」
～杜瑙大法师忒候",
Joint Assault,AVR,"「我令所行，狼人将成卫狼，是为对抗暗黑的盟友。」
～艾维欣的息怨咒判令",
Kessig Malcontents,AVR,不满是群众的强大武器。,
Killing Wave,AVR,"「我前来寻找恶魔，但这时空处处是天使。 我恨天使。」
～莉莲娜维斯",
Kruin Striker,AVR,洛梨卡很不满卫狼的存在，不但与她的教团断绝关系，更率众要消灭这些「改造的狼人」。,
Lair Delve,AVR,「邪鬼逃了。 逃得好，乐得清净。 我最喜欢看到空旷的巢穴。」,
Latch Seeker,AVR,它寻觅能安居的坟墓，可歇息的棺材。,
Leap of Faith,AVR,最精妙的策略会在三度空间中施展。,
Lightning Prowess,AVR,「不死肉体干燥又单薄。 只要一个火花，『噗』。食尸鬼没了。」,
Lunar Mystic,AVR,"「我很欣慰这世界已了解月亮不只影响到潮汐。」
～月智者多美代",
Maalfeld Twins,AVR,"「我凭什么去拆散一个家庭？」
～狂人基沙",
Mad Prophet,AVR,「月亮上没有苍鹭！ 它是只尖鼠，一只五条腿、叫声像低声雷鸣的尖鼠！」,
Malicious Intent,AVR,瑟班恢复和平后，一些护教军犯了松懈警备的错误。,
Malignus,AVR,它如突来暴雨般降临恩资森。 不久后，一切只剩灰烬与痛苦。,
Marrow Bats,AVR,"「无论我们推进史顿襄多远，亡物永不会自这些地域绝迹。」
～杜瑙大法师忒候",
Mass Appeal,AVR,「我们自黑暗中凯旋归来。 让辛苦赢得的智慧引领我们迈向繁荣。」,
Mental Agony,AVR,「他的精神衰微。 拿他喂蝙蝠。」,
Midnight Duelist,AVR,艾维欣之回归并未打消他的复仇欲望。,
Midvast Protector,AVR,「尽管回报贫乏，我仍对艾维欣坚信不疑。 如今我的信念已获回报。」,
Mist Raven,AVR,"「若看到乌鸦，快逃往山丘。 鬼潮一涌入，他们马上就知道。」
～涅非利亚渔夫思韦",
Misthollow Griffin,AVR,对某些生物而言，存在只是幻梦。,
Moonlight Geist,AVR,她剩下的武器只有哭号与细语。,
Moorland Inquisitor,AVR,审判官学习经典、哲学与磨利斧头的技艺。,
Narstad Scrapper,AVR,"「终于呀，操纵尸体的原理对无血物质生效了！」
～死灵炼金术士卢德维",
Natural End,AVR,遭诅之刃碎裂，游魂感激地飘向受福安眠。,
Necrobite,AVR,不死蛇不因自卫而噬咬。 它如灵俑般饥饿，永远无法餍足。,
Nephalia Smuggler,AVR,「我的车夫很可靠。 我亲自拔掉他们的舌头。 还有其他问题吗？」,
Nettle Swine,AVR,"「我杀了一只，在他肚子里找到砖块和骨头。 他吃了整个农舍，屋顶茅草等一切。」
～松柏森布陷人堡霖",
Otherworld Atlas,AVR,"「任何傻子都能翻开。 但只有天才能解读其空白书页。」
～隐者寇岱",
Outwit,AVR,学生问到如何始咒。 大师思考如何终结。,
Peel from Reality,AVR,「卑鄙恶魔，你逃不开我了。 如今我们将同遭遗忘。」,
Pillar of Flame,AVR,「愿善人在受福安眠中得享永恒。 愿恶人在湮没遗忘中获得安息。」,
Polluted Dead,AVR,在灵俑攻击后，谷物无人收成，兴盛的村庄几乎一夕成为鬼镇。,
Primal Surge,AVR,随着艾维欣回归，生命力流动丰沛如海啸。,
Raging Poltergeist,AVR,有人尝试火葬亡者以阻止尸鬼牧者。 但亡者复还，为其命运大发雷霆。,
Rain of Thorns,AVR,随着树林成为邪物的避难所，大法师有了净化荒野的新方法。,
Reforge the Soul,AVR,藉由一波称为息怨咒的咒语，艾维欣以圣火净化世界。,
Renegade Demon,AVR,"「你是否曾将受伤的吸血鬼逼至绝路？ 跟这相比，那就像在教堂花园里散步。」
～护教军将官崔德",
Righteous Blow,AVR,"「邪物再也无法靠穆坎迷雾保命！」
～洁羽之光布鲁娜",
Riot Ringleader,AVR,「所以吸血鬼喜欢热血，对吧？ 且瞧瞧他们要怎么处理我们的。」,
Rite of Ruin,AVR,史革达教徒拒绝默默接受艾维欣掌权的现况。,
Rotcrown Ghoul,AVR,"「别看它的眼睛。 它在思考死物不应思考之事。」
～队长艾博汉",
Rush of Blood,AVR,有时这不是为了维持生命或解决瘾头。 有时这只是为了再度感觉。,
Scalding Devil,AVR,恶魔大屠杀。 魔鬼惹人厌。,
Scrapskin Drake,AVR,"「护教军在底下杀死我的尸嵌。 且瞧瞧他们的剑能挥得多高。」
～死灵炼金术士卢德维",
Scroll of Avacyn,AVR,文字为阅览者赐福，预示恐惧不侵的未来。,
Scroll of Griselbrand,AVR,生者勿近的文字，诉说清明心智无法了解的事物。,
Searchlight Geist,AVR,它随着黑暗降临而起，寻找灵魂并将之终结。,
Second Guess,AVR,"「我知道你想用那个做啥。 我不同意。」
～游魂法师第尔克",
Seraph of Dawn,AVR,她划开云层，让阳光直达最黑的巢穴与最暗的坟墓。,
"Sigarda, Host of Herons",AVR,伟大奉献带来伟大奖赏。,
Slayers' Stronghold,AVR,其庭院一整天都点着灯，因此夜晚在其围墙内永不会来临。,
Snare the Skies,AVR,猎人精准和暗藤力量是个强大组合。,
Somberwald Sage,AVR,「整个大自然都站在你这边，任何危险都难不倒你。」,
Somberwald Vigilante,AVR,他失去一切，只剩愤慨。,
Soul of the Harvest,AVR,无论是种子萌芽，藤瓜成熟，还是收割者在收获月割下谷粒，它时时都在。,
Soulcage Fiend,AVR,凯思汀发誓要让孩子的灵魂获得自由，跟踪拷问者进入史顿襄地底阴森的洞穴网。,
Spirit Away,AVR,拖罗很怕游魂没抓牢把他摔下去，完全感受不到第一次飞行的喜悦。,
Temporal Mastery,AVR,时间是令人惊叹的玩物。,
Terrifying Presence,AVR,艾耳末杀过吸血鬼和狼人，消灭无数灵俑。 可惜他一直未能克服对蜘蛛的恐惧。,
Thatcher Revolt,AVR,黑暗时代让农民随时都能抄起手边的武器拼命。,
Thraben Valiant,AVR,「弟兄们，再进魔鬼裂口一次。 我要多收藏一条魔鬼尾巴。」,
Thunderbolt,AVR,"「我的下一个飞空设计会少用点金属。」
～涅非利亚炼金术士哈靼肯",
Timberland Guide,AVR,「你会起火吗？ 追踪鹿？ 辨识食人树？ 都不会的话，你在凯锡革得靠我才能活下去。」,
Tormentor's Trident,AVR,对恶魔来说，没有克制这回事。,
Triumph of Cruelty,AVR,"「我见过比你更美的尸体，野兽法师。」
～莉莲娜维斯",
Triumph of Ferocity,AVR,"「巫婆，替我解开此诅咒，不然就跟我一起死。」
～召兽使贾路",
Ulvenwald Tracker,AVR,「和平终将降临依尼翠，但要等所有邪兽一一解决掉后才会实现。」,
Uncanny Speed,AVR,"「为了生存，我们必须接受后辈的残暴特质。」
～艾德嘉马可夫",
Undead Executioner,AVR,生时为无情杀手，死后为无脑杀手。,
Unhallowed Pact,AVR,与恶魔签订的契约鲜少终结于坟墓。,
Vanguard's Shield,AVR,战争并非只有单一战线。,
Vexing Devil,AVR,要有人弄瞎眼睛，才开始变得有趣。,
Vigilante Justice,AVR,始于细语，终成怒焰。,
Voice of the Provinces,AVR,她的号角响遍依尼翠，鼓舞正义之士。,
Vorstclaw,AVR,"「狼人怎么不见了？ 可能 那东西 饿了。」
～沃文森的荷拉娜",
Wandering Wolf,AVR,人类仍然畏惧狼；尽管狼与狼人并无关联，且化狼症的诅咒从未获证实。,
Wild Defiance,AVR,"「若文明伸出贪婪之手，就从手腕砍掉。」
～召兽使贾路",
Wildwood Geist,AVR,以凯锡革的森林深处为家的游魂，跟树林一样难以驯服。,
Wolfir Avenger,AVR,自黑暗诅咒解放，受神圣召唤拥抱。,
Yew Spirit,AVR,"「不知道人类存在以前，这原始森林住着怎样的居民。」
～长老琳海",
Zealous Strike,AVR,「怕了吧，恶物。 夜晚再也不是你的地盘。」,
Aligned Hedron Network,BFZ,最后一块晶石落位，将钨拉莫封锁在无尽的束缚能量圈中。,
Altar's Reap,BFZ,「我要亲手结束每一条性命，以此向赞迪卡报仇。」～欧尼希兹,
Angel of Renewal,BFZ,「不复恐惧。不复失败。不复死亡。不复受难！」,
Angelic Captain,BFZ,随着身下将士呼号渐起，天使伸展六翼正欲振翅高飞，万里长空几被飞羽全数遮挡。,
Angelic Gift,BFZ,「赞迪卡今日必得胜，全军与天使共翱翔。」,
Anticipate,BFZ,当你握有支配未来的能力时，预测便信手拈来。,
Bane of Bala Ged,BFZ,钨拉莫孳生的无数奥札奇在巴勒格大陆肆虐，茂密丛林与蜿蜒河流皆尽化为尘土。,
Barrage Tyrant,BFZ,狂躁暴怒。弹无虚发。,
Beastcaller Savant,BFZ,「因我呼唤，它们前来。因我倾听，它们留下。」,
Belligerent Whiptail,BFZ,「鞭尾亚龙可以感知远方旅人的脚步。具体能感知多远...实在是很难测算。」～艾法哨兵佳伦,
Blighted Cataract,BFZ,此处曾有飞流直下。如今从崖顶落下的只有灰尘与沙土。,
Blighted Fen,BFZ,「我们所处的赞迪卡，像是被剥去了一层外皮，骨骼裸露在蓝天之下。」～织碧弥娜,
Blighted Gorge,BFZ,大地正在消亡，但它不会平静地离开。,
Blighted Steppe,BFZ,「当躯体坏疽时，便要割除。这里也一样。」～织碧弥娜,
Blisterpod,BFZ,迅孳种的尸体孕育着孽裔。,
Bloodbond Vampire,BFZ,「让吸血鬼加入我们吧。在这场战争中，我们已经没有挑选战友的余地了。」～盟军指挥官塔兹莉将军,
Bone Splinters,BFZ,由于人数远远不敌，赞迪卡人用创意巧思拉平差距。,
